ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2022,"2022",0,"Total",135272,14572.000000000002,"Census Tract 522.03, Snohomish County, WA","14000US53061052203"
2022,"2022",0,"Total",104315,10934,"Census Tract 522.04, Snohomish County, WA","14000US53061052204"
2022,"2022",0,"Total",170179,41130,"Census Tract 522.06, Snohomish County, WA","14000US53061052206"
2022,"2022",0,"Total",137398,23926,"Census Tract 522.07, Snohomish County, WA","14000US53061052207"
2022,"2022",0,"Total",75792,10771,"Census Tract 522.08, Snohomish County, WA","14000US53061052208"
2022,"2022",0,"Total",144667,26608,"Census Tract 523.01, Snohomish County, WA","14000US53061052301"
2022,"2022",0,"Total",153750,23953,"Census Tract 523.02, Snohomish County, WA","14000US53061052302"
2022,"2022",0,"Total",74853,15699.999999999998,"Census Tract 524.01, Snohomish County, WA","14000US53061052401"
2022,"2022",0,"Total",70094,24033,"Census Tract 524.02, Snohomish County, WA","14000US53061052402"
2022,"2022",0,"Total",129028,19091,"Census Tract 525.02, Snohomish County, WA","14000US53061052502"
2022,"2022",0,"Total",129750,30158,"Census Tract 525.04, Snohomish County, WA","14000US53061052504"
2022,"2022",0,"Total",128555,20278,"Census Tract 526.03, Snohomish County, WA","14000US53061052603"
2022,"2022",0,"Total",94219,10695,"Census Tract 526.04, Snohomish County, WA","14000US53061052604"
2022,"2022",0,"Total",106746,13088,"Census Tract 526.05, Snohomish County, WA","14000US53061052605"
2022,"2022",0,"Total",118750,20228,"Census Tract 526.06, Snohomish County, WA","14000US53061052606"
2022,"2022",0,"Total",127772,15106.999999999998,"Census Tract 526.07, Snohomish County, WA","14000US53061052607"
2022,"2022",0,"Total",113207,14465,"Census Tract 527.01, Snohomish County, WA","14000US53061052701"
2022,"2022",0,"Total",123026,8710,"Census Tract 527.06, Snohomish County, WA","14000US53061052706"
2022,"2022",0,"Total",117688,20204,"Census Tract 527.07, Snohomish County, WA","14000US53061052707"
2022,"2022",0,"Total",126231,1885,"Census Tract 527.08, Snohomish County, WA","14000US53061052708"
2022,"2022",0,"Total",123958,24601,"Census Tract 527.09, Snohomish County, WA","14000US53061052709"
2022,"2022",0,"Total",109538,13814,"Census Tract 528.03, Snohomish County, WA","14000US53061052803"
2022,"2022",0,"Total",94487,16178.000000000002,"Census Tract 528.05, Snohomish County, WA","14000US53061052805"
2022,"2022",0,"Total",63611,8206,"Census Tract 529.03, Snohomish County, WA","14000US53061052903"
2022,"2022",0,"Total",92672,7537,"Census Tract 529.04, Snohomish County, WA","14000US53061052904"
2022,"2022",0,"Total",57214,5610,"Census Tract 529.05, Snohomish County, WA","14000US53061052905"
2022,"2022",0,"Total",88870,5039,"Census Tract 529.06, Snohomish County, WA","14000US53061052906"
2022,"2022",0,"Total",87488,35682,"Census Tract 531.01, Snohomish County, WA","14000US53061053101"
2022,"2022",0,"Total",75134,9841,"Census Tract 531.02, Snohomish County, WA","14000US53061053102"
2022,"2022",0,"Total",105956,18064,"Census Tract 532.01, Snohomish County, WA","14000US53061053201"
2022,"2022",0,"Total",119814,12652,"Census Tract 532.02, Snohomish County, WA","14000US53061053202"
2022,"2022",0,"Total",87375,12344,"Census Tract 533.01, Snohomish County, WA","14000US53061053301"
2022,"2022",0,"Total",86357,23582,"Census Tract 533.02, Snohomish County, WA","14000US53061053302"
2022,"2022",0,"Total",113599,8491,"Census Tract 534, Snohomish County, WA","14000US53061053400"
2022,"2022",0,"Total",99276,18365,"Census Tract 535.05, Snohomish County, WA","14000US53061053505"
2022,"2022",0,"Total",86911,16105,"Census Tract 535.06, Snohomish County, WA","14000US53061053506"
2022,"2022",0,"Total",142719,21281,"Census Tract 535.07, Snohomish County, WA","14000US53061053507"
2022,"2022",0,"Total",100938,8054.000000000001,"Census Tract 535.08, Snohomish County, WA","14000US53061053508"
2022,"2022",0,"Total",71000,16829,"Census Tract 535.09, Snohomish County, WA","14000US53061053509"
2022,"2022",0,"Total",118795,19088,"Census Tract 536.03, Snohomish County, WA","14000US53061053603"
2022,"2022",0,"Total",89076,17127,"Census Tract 536.04, Snohomish County, WA","14000US53061053604"
2022,"2022",0,"Total",69934,15116.999999999998,"Census Tract 537, Snohomish County, WA","14000US53061053700"
2022,"2022",0,"Total",91989,28723,"Census Tract 538.01, Snohomish County, WA","14000US53061053801"
2022,"2022",0,"Total",81475,11821,"Census Tract 538.02, Snohomish County, WA","14000US53061053802"
2022,"2022",0,"Total",77832,7353,"Census Tract 538.03, Snohomish County, WA","14000US53061053803"
2022,"2022",0,"Total",101635,12331,"Census Tract 9400.01, Snohomish County, WA","14000US53061940001"
2022,"2022",0,"Total",99335,8874,"Census Tract 9400.02, Snohomish County, WA","14000US53061940002"
2021,"2021",0,"Total",100321,20854,"Census Tract 401, Snohomish County, WA","14000US53061040100"
2021,"2021",0,"Total",41319,23004,"Census Tract 402, Snohomish County, WA","14000US53061040200"
2021,"2021",0,"Total",79803,17248,"Census Tract 403, Snohomish County, WA","14000US53061040300"
2021,"2021",0,"Total",63170,12630,"Census Tract 404, Snohomish County, WA","14000US53061040400"
2021,"2021",0,"Total",86620,7119.000000000001,"Census Tract 405, Snohomish County, WA","14000US53061040500"
2021,"2021",0,"Total",45114,6775.999999999999,"Census Tract 407, Snohomish County, WA","14000US53061040700"
2021,"2021",0,"Total",76625,6354,"Census Tract 408, Snohomish County, WA","14000US53061040800"
2021,"2021",0,"Total",125972,15329,"Census Tract 409, Snohomish County, WA","14000US53061040900"
2021,"2021",0,"Total",69630,12494,"Census Tract 410, Snohomish County, WA","14000US53061041000"
2021,"2021",0,"Total",89766,16708,"Census Tract 411, Snohomish County, WA","14000US53061041100"
2021,"2021",0,"Total",94688,15691,"Census Tract 412.01, Snohomish County, WA","14000US53061041201"
2021,"2021",0,"Total",76932,9703,"Census Tract 412.02, Snohomish County, WA","14000US53061041202"
2021,"2021",0,"Total",131223,35956,"Census Tract 413.01, Snohomish County, WA","14000US53061041301"
2021,"2021",0,"Total",90417,9066,"Census Tract 413.03, Snohomish County, WA","14000US53061041303"
2021,"2021",0,"Total",133750,34368,"Census Tract 413.04, Snohomish County, WA","14000US53061041304"
2021,"2021",0,"Total",69359,23015,"Census Tract 414, Snohomish County, WA","14000US53061041400"
2021,"2021",0,"Total",92292,18547,"Census Tract 415, Snohomish County, WA","14000US53061041500"
2021,"2021",0,"Total",119696,18589,"Census Tract 416.01, Snohomish County, WA","14000US53061041601"
2021,"2021",0,"Total",107419,10611,"Census Tract 416.05, Snohomish County, WA","14000US53061041605"
2021,"2021",0,"Total",90357,10491,"Census Tract 416.06, Snohomish County, WA","14000US53061041606"
2021,"2021",0,"Total",151250,8964,"Census Tract 416.07, Snohomish County, WA","14000US53061041607"
2021,"2021",0,"Total",80977,13142,"Census Tract 417.01, Snohomish County, WA","14000US53061041701"
2021,"2021",0,"Total",123750,16418,"Census Tract 417.03, Snohomish County, WA","14000US53061041703"
2021,"2021",0,"Total",87898,10155,"Census Tract 417.04, Snohomish County, WA","14000US53061041704"
2021,"2021",0,"Total",64851,8061.999999999999,"Census Tract 418.05, Snohomish County, WA","14000US53061041805"
2021,"2021",0,"Total",55972,6743.000000000001,"Census Tract 418.08, Snohomish County, WA","14000US53061041808"
2021,"2021",0,"Total",61404,12777,"Census Tract 418.09, Snohomish County, WA","14000US53061041809"
2021,"2021",0,"Total",64762,11175,"Census Tract 418.10, Snohomish County, WA","14000US53061041810"
2021,"2021",0,"Total",63125,9702,"Census Tract 418.12, Snohomish County, WA","14000US53061041812"
2021,"2021",0,"Total",75088,21447,"Census Tract 419.01, Snohomish County, WA","14000US53061041901"
2021,"2021",0,"Total",55154,5310,"Census Tract 419.04, Snohomish County, WA","14000US53061041904"
2021,"2021",0,"Total",66929,15368,"Census Tract 419.05, Snohomish County, WA","14000US53061041905"
2021,"2021",0,"Total",126116,29031,"Census Tract 420.01, Snohomish County, WA","14000US53061042001"
2021,"2021",0,"Total",133750,29644.999999999996,"Census Tract 420.03, Snohomish County, WA","14000US53061042003"
2021,"2021",0,"Total",109356,13055,"Census Tract 420.04, Snohomish County, WA","14000US53061042004"
2021,"2021",0,"Total",149222,14931.999999999998,"Census Tract 420.05, Snohomish County, WA","14000US53061042005"
2021,"2021",0,"Total",74017,7535.999999999999,"Census Tract 420.06, Snohomish County, WA","14000US53061042006"
2021,"2021",0,"Total",128125,12657,"Census Tract 501.01, Snohomish County, WA","14000US53061050101"
2021,"2021",0,"Total",80398,19015,"Census Tract 501.02, Snohomish County, WA","14000US53061050102"
2021,"2021",0,"Total",131136,23532,"Census Tract 502, Snohomish County, WA","14000US53061050200"
2021,"2021",0,"Total",152613,32354,"Census Tract 503, Snohomish County, WA","14000US53061050300"
2021,"2021",0,"Total",92904,11822,"Census Tract 504.02, Snohomish County, WA","14000US53061050402"
2021,"2021",0,"Total",191250,29166.999999999996,"Census Tract 506, Snohomish County, WA","14000US53061050600"
2021,"2021",0,"Total",98072,8244,"Census Tract 507, Snohomish County, WA","14000US53061050700"
2021,"2021",0,"Total",108266,11712,"Census Tract 508, Snohomish County, WA","14000US53061050800"
2021,"2021",0,"Total",63105,4857,"Census Tract 509, Snohomish County, WA","14000US53061050900"
2021,"2021",0,"Total",89512,5260,"Census Tract 510, Snohomish County, WA","14000US53061051000"
2021,"2021",0,"Total",88206,14930,"Census Tract 511, Snohomish County, WA","14000US53061051100"
2021,"2021",0,"Total",89450,15774.000000000002,"Census Tract 512, Snohomish County, WA","14000US53061051200"
2021,"2021",0,"Total",64314,11607,"Census Tract 515, Snohomish County, WA","14000US53061051500"
2021,"2021",0,"Total",92171,15448,"Census Tract 516.01, Snohomish County, WA","14000US53061051601"
2021,"2021",0,"Total",90063,13688,"Census Tract 516.02, Snohomish County, WA","14000US53061051602"
2021,"2021",0,"Total",62159,18837,"Census Tract 517.01, Snohomish County, WA","14000US53061051701"
2021,"2021",0,"Total",81514,16712,"Census Tract 517.02, Snohomish County, WA","14000US53061051702"
2021,"2021",0,"Total",99430,18855,"Census Tract 518.02, Snohomish County, WA","14000US53061051802"
2021,"2021",0,"Total",71111,8584,"Census Tract 518.03, Snohomish County, WA","14000US53061051803"
2021,"2021",0,"Total",96667,10647,"Census Tract 518.04, Snohomish County, WA","14000US53061051804"
2021,"2021",0,"Total",149750,17347,"Census Tract 519.12, Snohomish County, WA","14000US53061051912"
2021,"2021",0,"Total",149013,19145,"Census Tract 519.13, Snohomish County, WA","14000US53061051913"
2021,"2021",0,"Total",130142,15058,"Census Tract 519.14, Snohomish County, WA","14000US53061051914"
2021,"2021",0,"Total",129167,21995,"Census Tract 519.16, Snohomish County, WA","14000US53061051916"
2021,"2021",0,"Total",124489,10821,"Census Tract 519.17, Snohomish County, WA","14000US53061051917"
2021,"2021",0,"Total",117813,33103,"Census Tract 519.18, Snohomish County, WA","14000US53061051918"
2021,"2021",0,"Total",107718,10237,"Census Tract 519.21, Snohomish County, WA","14000US53061051921"
2021,"2021",0,"Total",152302,19080,"Census Tract 519.22, Snohomish County, WA","14000US53061051922"
2021,"2021",0,"Total",163920,16097,"Census Tract 519.26, Snohomish County, WA","14000US53061051926"
2021,"2021",0,"Total",144911,23399,"Census Tract 519.27, Snohomish County, WA","14000US53061051927"
2021,"2021",0,"Total",81742,25847,"Census Tract 519.28, Snohomish County, WA","14000US53061051928"
2021,"2021",0,"Total",138929,20980,"Census Tract 520.04, Snohomish County, WA","14000US53061052004"
2021,"2021",0,"Total",127692,45883,"Census Tract 520.05, Snohomish County, WA","14000US53061052005"
2021,"2021",0,"Total",143438,20832,"Census Tract 520.06, Snohomish County, WA","14000US53061052006"
2021,"2021",0,"Total",144018,11911,"Census Tract 520.07, Snohomish County, WA","14000US53061052007"
2021,"2021",0,"Total",114286,10746,"Census Tract 521.04, Snohomish County, WA","14000US53061052104"
2021,"2021",0,"Total",111364,29994.999999999996,"Census Tract 521.05, Snohomish County, WA","14000US53061052105"
2021,"2021",0,"Total",173266,6537,"Census Tract 521.07, Snohomish County, WA","14000US53061052107"
2021,"2021",0,"Total",154250,23407,"Census Tract 521.08, Snohomish County, WA","14000US53061052108"
2021,"2021",0,"Total",158056,36353,"Census Tract 521.12, Snohomish County, WA","14000US53061052112"
2021,"2021",0,"Total",147667,20252,"Census Tract 521.13, Snohomish County, WA","14000US53061052113"
2021,"2021",0,"Total",159156,11415,"Census Tract 521.14, Snohomish County, WA","14000US53061052114"
2021,"2021",0,"Total",129306,18363,"Census Tract 522.03, Snohomish County, WA","14000US53061052203"
2021,"2021",0,"Total",98750,13481.999999999998,"Census Tract 522.04, Snohomish County, WA","14000US53061052204"
2021,"2021",0,"Total",156810,34794,"Census Tract 522.06, Snohomish County, WA","14000US53061052206"
2021,"2021",0,"Total",125842,10287,"Census Tract 522.07, Snohomish County, WA","14000US53061052207"
2021,"2021",0,"Total",72500,15933.000000000002,"Census Tract 522.08, Snohomish County, WA","14000US53061052208"
2021,"2021",0,"Total",144792,13694,"Census Tract 523.01, Snohomish County, WA","14000US53061052301"
2021,"2021",0,"Total",133080,30431.000000000004,"Census Tract 523.02, Snohomish County, WA","14000US53061052302"
2021,"2021",0,"Total",73365,19774,"Census Tract 524.01, Snohomish County, WA","14000US53061052401"
2021,"2021",0,"Total",63295,21221,"Census Tract 524.02, Snohomish County, WA","14000US53061052402"
2021,"2021",0,"Total",107172,17347,"Census Tract 525.02, Snohomish County, WA","14000US53061052502"
2021,"2021",0,"Total",124643,28638.999999999996,"Census Tract 525.04, Snohomish County, WA","14000US53061052504"
2021,"2021",0,"Total",118676,14850,"Census Tract 526.03, Snohomish County, WA","14000US53061052603"
2021,"2021",0,"Total",80357,13255,"Census Tract 526.04, Snohomish County, WA","14000US53061052604"
2021,"2021",0,"Total",97102,11105,"Census Tract 526.05, Snohomish County, WA","14000US53061052605"
2021,"2021",0,"Total",111936,13835.999999999998,"Census Tract 526.06, Snohomish County, WA","14000US53061052606"
2021,"2021",0,"Total",117250,22941,"Census Tract 526.07, Snohomish County, WA","14000US53061052607"
2021,"2021",0,"Total",112625,15023,"Census Tract 527.01, Snohomish County, WA","14000US53061052701"
2021,"2021",0,"Total",108465,8716,"Census Tract 527.06, Snohomish County, WA","14000US53061052706"
2021,"2021",0,"Total",116953,18140,"Census Tract 527.07, Snohomish County, WA","14000US53061052707"
2021,"2021",0,"Total",116437,1752,"Census Tract 527.08, Snohomish County, WA","14000US53061052708"
2021,"2021",0,"Total",126583,22473,"Census Tract 527.09, Snohomish County, WA","14000US53061052709"
2021,"2021",0,"Total",100269,8335,"Census Tract 528.03, Snohomish County, WA","14000US53061052803"
2021,"2021",0,"Total",84375,13237,"Census Tract 528.05, Snohomish County, WA","14000US53061052805"
2021,"2021",0,"Total",59167,5447,"Census Tract 529.03, Snohomish County, WA","14000US53061052903"
2021,"2021",0,"Total",81400,9186,"Census Tract 529.04, Snohomish County, WA","14000US53061052904"
2021,"2021",0,"Total",53462,5629,"Census Tract 529.05, Snohomish County, WA","14000US53061052905"
2021,"2021",0,"Total",82446,7298.999999999999,"Census Tract 529.06, Snohomish County, WA","14000US53061052906"
2021,"2021",0,"Total",91023,21434,"Census Tract 531.01, Snohomish County, WA","14000US53061053101"
2021,"2021",0,"Total",65781,6583,"Census Tract 531.02, Snohomish County, WA","14000US53061053102"
2021,"2021",0,"Total",93523,14574,"Census Tract 532.01, Snohomish County, WA","14000US53061053201"
2021,"2021",0,"Total",115604,14323.000000000002,"Census Tract 532.02, Snohomish County, WA","14000US53061053202"
2021,"2021",0,"Total",88875,6667,"Census Tract 533.01, Snohomish County, WA","14000US53061053301"
2021,"2021",0,"Total",87607,26548,"Census Tract 533.02, Snohomish County, WA","14000US53061053302"
2021,"2021",0,"Total",105601,7894,"Census Tract 534, Snohomish County, WA","14000US53061053400"
2021,"2021",0,"Total",97331,15953.999999999998,"Census Tract 535.05, Snohomish County, WA","14000US53061053505"
2021,"2021",0,"Total",86958,13795.999999999998,"Census Tract 535.06, Snohomish County, WA","14000US53061053506"
2021,"2021",0,"Total",138050,14545,"Census Tract 535.07, Snohomish County, WA","14000US53061053507"
2021,"2021",0,"Total",98153,9371,"Census Tract 535.08, Snohomish County, WA","14000US53061053508"
2021,"2021",0,"Total",62028,11565,"Census Tract 535.09, Snohomish County, WA","14000US53061053509"
2021,"2021",0,"Total",105536,18154,"Census Tract 536.03, Snohomish County, WA","14000US53061053603"
2021,"2021",0,"Total",82963,11036,"Census Tract 536.04, Snohomish County, WA","14000US53061053604"
2021,"2021",0,"Total",64583,12392,"Census Tract 537, Snohomish County, WA","14000US53061053700"
2021,"2021",0,"Total",83424,10232,"Census Tract 538.01, Snohomish County, WA","14000US53061053801"
2021,"2021",0,"Total",73929,6543,"Census Tract 538.02, Snohomish County, WA","14000US53061053802"
2021,"2021",0,"Total",68452,9149,"Census Tract 538.03, Snohomish County, WA","14000US53061053803"
2021,"2021",0,"Total",90573,9381,"Census Tract 9400.01, Snohomish County, WA","14000US53061940001"
2021,"2021",0,"Total",96944,9945,"Census Tract 9400.02, Snohomish County, WA","14000US53061940002"
2020,"2020",0,"Total",96891,14557,"Census Tract 401, Snohomish County, WA","14000US53061040100"
2020,"2020",0,"Total",45728,8403,"Census Tract 402, Snohomish County, WA","14000US53061040200"
2020,"2020",0,"Total",82850,20529,"Census Tract 403, Snohomish County, WA","14000US53061040300"
2020,"2020",0,"Total",55428,7878,"Census Tract 404, Snohomish County, WA","14000US53061040400"
2020,"2020",0,"Total",78810,6976,"Census Tract 405, Snohomish County, WA","14000US53061040500"
2020,"2020",0,"Total",38125,9154,"Census Tract 407, Snohomish County, WA","14000US53061040700"
2020,"2020",0,"Total",65223,13962,"Census Tract 408, Snohomish County, WA","14000US53061040800"
2020,"2020",0,"Total",89875,18998,"Census Tract 409, Snohomish County, WA","14000US53061040900"
2020,"2020",0,"Total",70000,11150,"Census Tract 410, Snohomish County, WA","14000US53061041000"
2020,"2020",0,"Total",88047,16682,"Census Tract 411, Snohomish County, WA","14000US53061041100"
2020,"2020",0,"Total",84094,12119,"Census Tract 412.01, Snohomish County, WA","14000US53061041201"
2020,"2020",0,"Total",71604,12509,"Census Tract 412.02, Snohomish County, WA","14000US53061041202"
2020,"2020",0,"Total",103750,42043,"Census Tract 413.01, Snohomish County, WA","14000US53061041301"
2020,"2020",0,"Total",87642,11686,"Census Tract 413.03, Snohomish County, WA","14000US53061041303"
2020,"2020",0,"Total",118355,27629.000000000004,"Census Tract 413.04, Snohomish County, WA","14000US53061041304"
2020,"2020",0,"Total",64375,24937,"Census Tract 414, Snohomish County, WA","14000US53061041400"
2020,"2020",0,"Total",73229,15968.000000000002,"Census Tract 415, Snohomish County, WA","14000US53061041500"
2020,"2020",0,"Total",112643,15529,"Census Tract 416.01, Snohomish County, WA","14000US53061041601"
2020,"2020",0,"Total",103185,16197.000000000002,"Census Tract 416.05, Snohomish County, WA","14000US53061041605"
2020,"2020",0,"Total",86489,9074,"Census Tract 416.06, Snohomish County, WA","14000US53061041606"
2020,"2020",0,"Total",142078,9965,"Census Tract 416.07, Snohomish County, WA","14000US53061041607"
2020,"2020",0,"Total",68533,6035,"Census Tract 417.01, Snohomish County, WA","14000US53061041701"
2020,"2020",0,"Total",106773,11638,"Census Tract 417.03, Snohomish County, WA","14000US53061041703"
2020,"2020",0,"Total",86071,12741,"Census Tract 417.04, Snohomish County, WA","14000US53061041704"
2020,"2020",0,"Total",62299,10942,"Census Tract 418.05, Snohomish County, WA","14000US53061041805"
2020,"2020",0,"Total",54926,11418,"Census Tract 418.08, Snohomish County, WA","14000US53061041808"
2020,"2020",0,"Total",53958,9045,"Census Tract 418.09, Snohomish County, WA","14000US53061041809"
2020,"2020",0,"Total",63976,6728,"Census Tract 418.10, Snohomish County, WA","14000US53061041810"
2020,"2020",0,"Total",57018,11924,"Census Tract 418.12, Snohomish County, WA","14000US53061041812"
